entrez	symbol	pubmed_id	type	organ_system	primary_site	cancer_type	method	coding_status	cgc_annotation	vogelstein_annotation	saito_annotation	NCG_oncogene	NCG_tsg
6256	RXRA	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
6256	RXRA	24476821	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
6256	RXRA	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding					
6256	RXRA	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6256	RXRA	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
6261	RYR1	22138691	WES	Urologic	kidney	clear_cell_renal_cancer	Wood-based	coding					
6271	S100A1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6278	S100A7	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	fusion			0	0
6278	S100A7	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding	fusion			0	0
6279	S100A8	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
6299	SALL1	28551381	"WES-Gene Panel"	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	Recurrence-based	coding					
6310	ATXN1	26437031	"WGS-WES-Gene Panel"	"Hematologic and lymphatic"	blood	T-cell_leukemia/lymphoma	MutSig	coding					
6310	ATXN1	25855536	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig	coding					
6328	SCN3A	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"	coding					
6331	SCN5A	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
6335	SCN9A	24120142	WES	"Soft tissue"	brain	glioblastoma	"InVEx, MutSig"	coding					
6335	SCN9A	18772396	WES	"Soft tissue"	brain	glioblastoma	Wood-based	coding					
6336	SCN10A	23525077	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	MutSig	coding					
6389	SDHA	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
6390	SDHB	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
6391	SDHC	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
6392	SDHD	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
6392	SDHD	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding	TSG			0	1
6397	SEC14L1	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6403	SELP	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding					
6403	SELP	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding					
6406	SEMG1	24120142	WES	"Soft tissue"	brain	glioblastoma	"InVEx, MutSig"	coding					
6406	SEMG1	26824661	WGS-WES	"Soft tissue"	brain	pan-glioma	MutSig	coding					
6407	SEMG2	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding					
6416	MAP2K4	26909576	WGS	"Developmental gastrointestinal"	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"	coding	"oncogene, TSG"			0	0
6416	MAP2K4	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	"oncogene, TSG"			0	0
6416	MAP2K4	29622464	WES	Gynecologic	"pan-gynecological and breast"	"pan-gynecological and breast"	"MutSigCV, 20/20"	coding	"oncogene, TSG"			0	0
6416	MAP2K4	23103869	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	MuSiC	coding	"oncogene, TSG"			0	0
6416	MAP2K4	23000897	WES	Gynecologic	breast	breast_cancer	MuSiC	coding	"oncogene, TSG"			0	0
6416	MAP2K4	26451490	WES	Gynecologic	breast	breast_cancer	MutSig	coding	"oncogene, TSG"			0	0
6416	MAP2K4	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, TSG"			0	0
6416	MAP2K4	26804919	WES	"Core gastrointestinal"	small_intestine	ampullary_adenocarcinoma	MutSig	coding	"oncogene, TSG"			0	0
6416	MAP2K4	28667006	"WGS-WES-Gene Panel"	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	"MutSigCV, IntOGen"	coding	"oncogene, TSG"			0	0
6416	MAP2K4	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	"oncogene, TSG"			0	0
6416	MAP2K4	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	"oncogene, TSG"			0	0
6416	MAP2K4	28027327	WES	Gynecologic	breast	breast_cancer	MutSig	coding	"oncogene, TSG"			0	0
6416	MAP2K4	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding	"oncogene, TSG"			0	0
6416	MAP2K4	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	"oncogene, TSG"			0	0
6416	MAP2K4	22608084	WGS	Gynecologic	breast	breast_cancer	Literature-based	coding	"oncogene, TSG"			0	0
6416	MAP2K4	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	"oncogene, TSG"			0	0
6416	MAP2K4	27161491	"Gene Panel"	Gynecologic	breast	breast_cancer	Recurrence-based	coding	"oncogene, TSG"			0	0
6416	MAP2K4	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding	"oncogene, TSG"			0	0
6416	MAP2K4	32024818	WGS	Multiple	multiple	pan-cancer_adult	DriverPower	noncoding	"oncogene, TSG"			0	0
6416	MAP2K4	22722201	WES	Gynecologic	breast	breast_cancer	Greenman-based	coding	"oncogene, TSG"			0	0
6416	MAP2K4	26099045	WGS	Gynecologic	breast	breast_cancer	"Recurrence-based, Literature-based"	coding	"oncogene, TSG"			0	0
6418	SET	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
6421	SFPQ	22976956	"Gene Panel"	"Hematologic and lymphatic"	blood	acute_myeloid_leukemia	Recurrence-based	coding	"TSG, fusion"			0	1
6421	SFPQ	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"TSG, fusion"			0	1
6421	SFPQ	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding	"TSG, fusion"			0	1
6421	SFPQ	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	"TSG, fusion"			0	1
6424	SFRP4	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
6426	SRSF1	22158541	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	Recurrence-based	coding					
6427	SRSF2	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	oncogene	Oncogene		1	0
6427	SRSF2	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene	Oncogene		1	0
6427	SRSF2	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	oncogene	Oncogene		1	0
6427	SRSF2	26648538	"WGS-Gene Panel"	"Hematologic and lymphatic"	blood	chronic_myelomonocytic_leukemia	Recurrence-based	coding	oncogene	Oncogene		1	0
6427	SRSF2	26908133	WGS-WES	"Hematologic and lymphatic"	blood	chronic_myelomonocytic_leukemia	DrGap	coding	oncogene	Oncogene		1	0
6427	SRSF2	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding	oncogene	Oncogene		1	0
6427	SRSF2	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene	Oncogene		1	0
6427	SRSF2	21909114	WES	"Hematologic and lymphatic"	blood	myelodysplasia	Recurrence-based	coding	oncogene	Oncogene		1	0
6428	SRSF3	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
6430	SRSF5	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
6446	SGK1	23636398	WES	Gynecologic	uterus	endometrial_cancer	MuSiC	coding	oncogene			1	0
6446	SGK1	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding	oncogene			1	0
6446	SGK1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene			1	0
6446	SGK1	27348297	WES	Gynecologic	uterus	endometrial_cancer	MutSig	coding	oncogene			1	0
6446	SGK1	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	noncoding	oncogene			1	0
6446	SGK1	28128360	WGS	Multiple	multiple	pan-cancer_adult	ExInAtor	coding	oncogene			1	0
6446	SGK1	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	oncogene			1	0
6446	SGK1	22343534	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	MutSig	coding	oncogene			1	0
6446	SGK1	26608593	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	MuSiC	coding	oncogene			1	0
6446	SGK1	21796119	WES	"Hematologic and lymphatic"	blood	non-Hodgkin_lymphoma	Greenman-based	coding	oncogene			1	0
6446	SGK1	32024818	WGS	Multiple	multiple	pan-cancer_adult	DriverPower	noncoding	oncogene			1	0
6455	SH3GL1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
6469	SHH	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6476	SI	21798897	WES	"Head and neck"	head_and_neck	squamous_head_and_neck_cancer	Recurrence-based	coding					
6476	SI	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding					
6476	SI	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6476	SI	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
6476	SI	22158541	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	Recurrence-based	coding					
6476	SI	21798893	WES	"Head and neck"	head_and_neck	squamous_head_and_neck_cancer	MutSig	coding					
6480	ST6GAL1	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding					
6480	ST6GAL1	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	noncoding					
6491	STIL	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
6495	SIX1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene			1	0
6495	SIX1	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	oncogene			1	0
6495	SIX1	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding	oncogene			1	0
6497	SKI	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene			1	0
6502	SKP2	18772396	WES	"Soft tissue"	brain	glioblastoma	Wood-based	coding					
6504	SLAMF1	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6507	SLC1A3	26947078	WES	Urologic	kidney	renal_cancer_(all_histologies)	"MutSig, Literature-based"	coding					
6507	SLC1A3	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding					
6511	SLC1A6	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
6522	SLC4A2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6525	SMTN	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6526	SLC5A3	25401301	WES	Urologic	kidney	non-clear_cell_renal_cancer	Wood-based	coding					
6530	SLC6A2	20668451	"Gene Panel"	Thoracic	lung	lung_cancer_(all_histologies)	Wood-based	coding					
6531	SLC6A3	26824661	WGS-WES	"Soft tissue"	brain	pan-glioma	MutSig	coding					
6536	SLC6A9	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6538	SLC6A11	21499247	WES	Skin	skin	melanoma	Paper-specific	coding					
6561	SLC13A1	29854292	WES	Gynecologic	breast	breast_cancer	SeqSig	coding					
6564	SLC15A1	18987736	WGS	"Hematologic and lymphatic"	blood	acute_myeloid_leukemia	Literature-based	coding					
6565	SLC15A2	22842228	WES	Skin	skin	melanoma	MuSiC	coding					
6580	SLC22A1	27064257	WGS	"Developmental gastrointestinal"	hepatobiliary	"hepatocellular_carcinoma, cholangiocarcinoma"	Literature-based	noncoding					
6582	SLC22A2	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6586	SLIT3	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"	coding					
6586	SLIT3	22941188	WES	Thoracic	lung	small_cell_lung_cancer	MuSiC	coding					
6594	SMARCA1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
6594	SMARCA1	21804550	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	Paper-specific	coding					
6596	HLTF	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6597	SMARCA4	26909576	WGS	"Developmental gastrointestinal"	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"	coding	TSG	TSG		0	1
6597	SMARCA4	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG		0	1
6597	SMARCA4	27158780	WES	Thoracic	lung	lung_cancer_(all_histologies)	MutSig	coding	TSG	TSG		0	1
6597	SMARCA4	25079552	WES	Thoracic	lung	lung_adenocarcinoma	MutSig	coding	TSG	TSG		0	1
6597	SMARCA4	26061751	WES	"Soft tissue"	brain	low_grade_glioma	MutSig	coding	TSG	TSG		0	1
6597	SMARCA4	26824661	WGS-WES	"Soft tissue"	brain	pan-glioma	MutSig	coding	TSG	TSG		0	1
6597	SMARCA4	23525077	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	MutSig	coding	TSG	TSG		0	1
6597	SMARCA4	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"	coding	TSG	TSG		0	1
6597	SMARCA4	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
6597	SMARCA4	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	TSG	TSG		0	1
6597	SMARCA4	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	coding	TSG	TSG		0	1
6597	SMARCA4	22980975	WES	Thoracic	lung	lung_adenocarcinoma	InVEx	coding	TSG	TSG		0	1
6597	SMARCA4	24336570	WES	"Soft tissue"	brain	low_grade_glioma	Recurrence-based	coding	TSG	TSG		0	1
6597	SMARCA4	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding	TSG	TSG		0	1
6597	SMARCA4	22832583	WGS-WES	"Soft tissue"	brain	medulloblastoma	MutSig	coding	TSG	TSG		0	1
6597	SMARCA4	29945994	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding	TSG	TSG		0	1
6597	SMARCA4	27687306	WES	Thoracic	lung	lung_adenocarcinoma	InVEx	coding	TSG	TSG		0	1
6597	SMARCA4	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG	TSG		0	1
6597	SMARCA4	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding	TSG	TSG		0	1
6597	SMARCA4	30926794	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	IntOGen	coding	TSG	TSG		0	1
6597	SMARCA4	23143597	WES	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	Recurrence-based	coding	TSG	TSG		0	1
6597	SMARCA4	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding	TSG	TSG		0	1
6597	SMARCA4	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	TSG	TSG		0	1
6597	SMARCA4	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG	TSG		0	1
6597	SMARCA4	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding	TSG	TSG		0	1
6597	SMARCA4	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	noncoding	TSG	TSG		0	1
6597	SMARCA4	21163964	WES	"Soft tissue"	brain	medulloblastoma	Wood-based	coding	TSG	TSG		0	1
6597	SMARCA4	22820256	WES	"Soft tissue"	brain	medulloblastoma	MutSig	coding	TSG	TSG		0	1
6597	SMARCA4	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding	TSG	TSG		0	1
6597	SMARCA4	23143595	WGS-WES	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	Recurrence-based	coding	TSG	TSG		0	1
6597	SMARCA4	22722829	WGS	"Soft tissue"	brain	medulloblastoma	MuSiC	coding	TSG	TSG		0	1
6597	SMARCA4	28622513	WES	"Developmental gastrointestinal"	hepatobiliary	hepatocellular_carcinoma	"MutSig, Recurrence-based"	coding	TSG	TSG		0	1
6597	SMARCA4	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
6597	SMARCA4	24952744	WGS	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	Recurrence-based	coding	TSG	TSG		0	1
6597	SMARCA4	24658002	WES	Gynecologic	ovary	ovarian_small-cell_carcinoma	Recurrence-based	coding	TSG	TSG		0	1
6598	SMARCB1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG		0	1
6598	SMARCB1	26947078	WES	Urologic	kidney	renal_cancer_(all_histologies)	"MutSig, Literature-based"	coding	TSG	TSG		0	1
6598	SMARCB1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
6598	SMARCB1	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	TSG	TSG		0	1
6598	SMARCB1	25576899	"WES-Gene Panel"	Endocrine	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"	coding	TSG	TSG		0	1
6598	SMARCB1	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG	TSG		0	1
6598	SMARCB1	22797305	WES	Urologic	kidney	rhabdoid_tumour	MutSig	coding	TSG	TSG		0	1
6598	SMARCB1	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding	TSG	TSG		0	1
6598	SMARCB1	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding	TSG	TSG		0	1
6598	SMARCB1	26536169	WES	Urologic	kidney	papillary_renal_cell_carcinoma	MutSig	coding	TSG	TSG		0	1
6598	SMARCB1	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
6598	SMARCB1	21499247	WES	Skin	skin	melanoma	Paper-specific	coding	TSG	TSG		0	1
6602	SMARCD1	28297679	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	MutSig	coding	TSG			0	1
6602	SMARCD1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
6602	SMARCD1	22722201	WES	Gynecologic	breast	breast_cancer	Greenman-based	coding	TSG			0	1
6605	SMARCE1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
6608	SMO	26950094	"WES-Gene Panel"	Skin	skin	skin_basal_cell_carcinoma	"MutSig, TumOnc"	coding	oncogene	Oncogene	Oncogene	1	0
6608	SMO	23348505	WES	"Soft tissue"	brain	meningioma	Recurrence-based	coding	oncogene	Oncogene	Oncogene	1	0
6608	SMO	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene	Oncogene	Oncogene	1	0
6608	SMO	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	oncogene	Oncogene	Oncogene	1	0
6608	SMO	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	oncogene	Oncogene	Oncogene	1	0
6608	SMO	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	oncogene	Oncogene	Oncogene	1	0
6608	SMO	24859340	WGS	"Head and neck"	head_and_neck	ameloblastoma	Recurrence-based	coding	oncogene	Oncogene	Oncogene	1	0
6608	SMO	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene	Oncogene	Oncogene	1	0
6626	SNRPA	21499247	WES	Skin	skin	melanoma	Paper-specific	coding					
6633	SNRPD2	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
6634	SNRPD3	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
6638	SNRPN	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6638	SNRPN	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
6641	SNTB1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6645	SNTB2	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	noncoding					
6645	SNTB2	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding					
6646	SOAT1	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding					
6651	SON	22156295	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based	coding					
6654	SOS1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
6654	SOS1	27348297	WES	Gynecologic	uterus	endometrial_cancer	MutSig	coding					
6654	SOS1	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding					
6657	SOX2	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene			1	0
6660	SOX5	22156295	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based	coding					
6662	SOX9	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding		TSG		0	1
6662	SOX9	22810696	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding		TSG		0	1
6662	SOX9	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding		TSG		0	1
6662	SOX9	26804919	WES	"Core gastrointestinal"	small_intestine	ampullary_adenocarcinoma	MutSig	coding		TSG		0	1
6662	SOX9	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding		TSG		0	1
6662	SOX9	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding		TSG		0	1
6662	SOX9	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding		TSG		0	1
6662	SOX9	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding		TSG		0	1
6662	SOX9	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA		TSG		0	1
6662	SOX9	26806338	"WES-Gene Panel"	"Core gastrointestinal"	small_intestine	ampullary_adenocarcinoma	Recurrence-based	coding		TSG		0	1
6664	SOX11	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	coding					
6675	UAP1	28467829	WGS	Skin	skin	melanoma	OncodriveFML	noncoding					
6677	SPAM1	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6688	SPI1	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6689	SPIB	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding					
6693	SPN	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6693	SPN	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
6693	SPN	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
6701	SPRR2B	22037554	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Wood-based	coding					
6708	SPTA1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
6708	SPTA1	23636398	WES	Gynecologic	uterus	endometrial_cancer	MuSiC	coding					
6708	SPTA1	24120142	WES	"Soft tissue"	brain	glioblastoma	"InVEx, MutSig"	coding					
6708	SPTA1	26121086	WES	"Soft tissue"	peripheral_nervous_system	neuroblastoma	Recurrence-based	coding					
6708	SPTA1	24816253	WGS	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Youn-based	coding					
6708	SPTA1	24896186	WES	"Soft tissue"	brain	intracranial_germ_cell	Recurrence-based	coding					
6708	SPTA1	25855536	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig	coding					
6708	SPTA1	22484628	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding					
6709	SPTAN1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
6709	SPTAN1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
6709	SPTAN1	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
6710	SPTB	26909576	WGS	"Developmental gastrointestinal"	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"	coding					
6712	SPTBN2	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding					
6714	SRC	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene		Oncogene	1	0
6714	SRC	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	oncogene		Oncogene	1	0
6718	AKR1D1	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6738	RO60	26451490	WES	Gynecologic	breast	breast_cancer	MutSig	coding					
6741	SSB	21499247	WES	Skin	skin	melanoma	Paper-specific	coding					
6742	SSBP1	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
6756	SSX1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
6757	SSX2	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
6759	SSX4	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
6764	DENND2B	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
